;pk_participation;pk_event;fk_person;country;institute;occupation;subject
28;575;1994;777.0;Schweiz;;not available;
29;576;1994;46.0;Schweiz;Uni Zürich;ST;Phil. 1
30;577;1994;486.0;Slovenien;;not available;
31;578;1994;377.0;Deutschland;;Medizin;
32;579;1994;798.0;Schweiz;HSG;DO;BWL
33;580;1994;754.0;Italy;;not available;
34;581;1994;479.0;Schweiz;;Lehrer:in;
35;582;1994;344.0;Schweiz;C.G. Jung-Institut;Therapie;
36;583;1994;649.0;Schweiz;ETH-Z;Dozent:in;
37;584;1994;711.0;Schweiz;;not available;
38;585;1994;320.0;Schweiz;Uni Zürich;ST;Recht
39;586;1994;348.0;Schweiz;Uni Bern;ST;Biologie
40;587;1994;268.0;Schweiz;Uni Bern;DO;Biologie
41;588;1994;240.0;Italien;;not available;
42;589;1994;162.0;Schweiz;ETH-Z;MA;Soziologie
43;590;1994;151.0;Schweiz;;Therapie;
44;591;1994;228.0;Schweiz;;not available;
45;592;1994;391.0;Schweiz;;Office;
46;593;1994;509.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
47;594;1994;396.0;Schweiz;;Office;
48;595;1994;473.0;Schweiz;ETH-Z;DO;Chemie
49;596;1994;745.0;Schweiz;ETH-Z;DO;Chemie
50;597;1994;116.0;Schweiz;ETH-Z;DO;Stoffhaushalt
51;598;1994;512.0;Schweiz;;Künstler:in;
52;599;1994;186.0;USA;;not available;
53;600;1994;358.0;Schweiz;ETH-Z;Dozent:in;
54;601;1994;382.0;Schweiz;;not available;
55;602;1994;197.0;Schweiz;;not available;
56;603;1994;13.0;Schweiz;;not available;
57;604;1994;454.0;Schweiz;ETH-Z;Akademisch;Betriebswissenschaft
58;605;1994;132.0;Deutschland;Uni Berlin;Dozent:in;
59;606;1994;485.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
60;607;1994;534.0;Deutschland;;Künstler:in;
61;608;1994;780.0;Deutschland;;not available;
62;609;1994;288.0;Schweiz;HSG;DO;BWL
63;610;1994;261.0;Schweiz;;not available;
64;611;1994;769.0;Schweiz;;not available;
65;612;1994;524.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
66;613;1994;600.0;Schweiz;ETH-Z;Chemiker:in;
67;614;1994;166.0;Schweiz;;Therapie;
68;615;1994;629.0;Schweiz;ETH-Z;DO;Biologie
69;616;1994;283.0;Schweiz;ETH-Z;MA;Elektronik
70;617;1994;700.0;Schweiz;Uni Bern;ST;Geographie
71;618;1994;96.0;Schweiz;;Chemiker:in;
72;619;1994;275.0;Schweiz;Berkeley Universität;Chemiker:in;
73;620;1994;538.0;USA;;not available;
74;621;1994;748.0;Schweiz;ETH-Z;DO;Baustatik
75;622;1994;145.0;Schweiz;Uni Irchel;DO;Ethologie
76;623;1994;372.0;Schweiz;;Künstler:in;
77;624;1994;327.0;Schweiz;ETH-Z;DO;Chemie
78;625;1994;480.0;Schweiz;;Therapie;
79;626;1994;702.0;Schweiz;;ST;Soziologie
80;627;1994;62.0;Schweiz;;Medizin;
81;628;1994;764.0;Schweiz;Kat. Inst. Luzern;ST;
82;629;1994;460.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
83;630;1994;435.0;Schweiz;ETH-Z;Akademisch;Holzkunde
84;631;1994;442.0;Schweiz;ETH-Z;Akademisch;Chemischer Ingenieur
85;632;1994;453.0;Schweiz;;not available;
86;633;1994;323.0;Schweiz;;MA;
87;634;1994;117.0;Schweiz;ETH-Z;DO;Bildwissenschaften
88;635;1994;289.0;Schweiz;HTL;Architekt:in;
89;636;1994;227.0;Schweiz;;ST;Psych. / Phil. I
90;637;1994;118.0;Schweiz;ETH-Z;DO;BWI
91;638;1994;541.0;Schweiz;;ST;Lm.-Ing.
92;639;1994;749.0;Schweiz;;Workshopleiter:in;
93;640;1994;161.0;Schweiz;;not available;
94;641;1994;111.0;Deutschland;;Workshopleiter:in;
95;642;1994;645.0;Schweiz;;Chemiker:in;
96;643;1994;704.0;Italien;Univ. Milano;Dozent:in;
97;644;1994;160.0;Schweiz;;Künstler:in;
98;645;1994;359.0;Schweiz;Uni Zürich;DO;Betriebswirtschaft
99;646;1994;128.0;Schweiz;;Therapie;
100;647;1994;1.0;Schweiz;Uni Zürich;Dozent:in;
101;648;1994;427.0;Schweiz;ETH-Z;Dozent:in;
102;649;1994;97.0;Schweiz;C. G. Jung-Institut;ST;
103;650;1994;137.0;Schweiz;;Lehrer:in;
104;651;1994;75.0;Schweiz;;Workshopleiter:in;
105;652;1994;386.0;Schweiz;ETH-Z;MA;Toxikologie
106;653;1994;375.0;Schweiz;ETH-Z;DO;Technische Chemie
107;654;1994;113.0;Schweiz;Uni Genf;Dozent:in;
108;655;1994;81.0;Schweiz;;DO;Pharmazie
109;656;1994;172.0;Schweiz;ETH-Z;DO;Organische Chemie
110;657;1994;609.0;Schweiz;ETH-Z;DO;Chemie
111;658;1994;330.0;Schweiz;;Office;
112;659;1994;266.0;Schweiz;ETH-Z;Akademisch;Terrestrische Oekologie
113;660;1994;572.0;Schweiz;;ST;Architektur
114;661;1994;663.0;Schweiz;;MA;Lebensmittelwissenschaften
115;662;1994;64.0;Schweiz;;not available;
116;663;1994;413.0;Schweiz;;Künstler:in;
117;664;1994;795.0;Schweiz;;Künstler:in;
118;665;1994;251.0;Schweiz;;Akademisch;
119;666;1994;793.0;Schweiz;ETH-Z;DO;Anorganische Chemie
120;667;1994;341.0;Schweiz;;ST;Phil 1.
121;668;1994;388.0;Schweiz;Uni Bern;MA;Kristallographie
122;669;1994;88.0;Schweiz;Uni Bern;Dozent:in;
123;670;1994;310.0;Schweiz;;Office;
124;671;1994;667.0;Schweiz;EAWAG;DO;
125;672;1994;659.0;Schweiz;ETH-Z;Dozent:in;
126;673;1994;669.0;Schweiz;;not available;
127;674;1994;540.0;Schweiz;Uni Bern;DO;
128;675;1994;334.0;Schweiz;ETH-Z;ST;Abt. Xb
129;676;1994;8.0;Schweiz;;Chemiker:in;
130;677;1994;190.0;Schweiz;EAWAG;MA;
131;678;1994;423.0;Schweiz;ETH-Z;Dozent:in;
132;679;1994;625.0;Schweiz;;LE;
133;680;1994;107.0;Schweiz;ETH-Z;DO;Pflanzenphys.
134;681;1994;367.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
135;682;1994;36.0;Schweiz;;ST;BWL
136;683;1994;86.0;Schweiz;ETH-Z;MA;Phys. Chemie
0;684;1995;661.0;Schweiz;;Unternehmer:in;
1;685;1995;723.0;Schweiz;;Workshopleiter:in;
2;686;1995;311.0;Deutschland;Max Planck Institut;MA;
3;687;1995;418.0;Schweiz;Uni Zürich;Akademisch;
4;688;1995;658.0;Schweiz;ETH-Z;Dozent:in;NADEL
5;689;1995;55.0;Italien;;not available;
6;690;1995;586.0;Schweiz;;MA;Inst. Verhaltensforschung
7;691;1995;220.0;Schweiz;;DO;Experimentelle Oekologie
8;692;1995;118.0;Schweiz;ETH-Z;DO;BWI
9;693;1995;499.0;Schweiz;EAWAG;DO;
10;694;1995;368.0;Schweiz;EAWAG;DO;
11;695;1995;354.0;Schweiz;ETH-Z;Dozent:in;
12;696;1995;622.0;Schweiz;;not available;
13;697;1995;541.0;Schweiz;;DO;Lebensmittelwissenschaften
14;698;1995;749.0;Schweiz;;Workshopleiter:in;
15;699;1995;163.0;Schweiz;;Medizin;
16;700;1995;645.0;Schweiz;;Chemiker:in;
17;701;1995;585.0;Schweiz;;Schüler:in;
18;702;1995;209.0;Schweiz;;DO;Polymere
19;703;1995;604.0;Schweiz;;not available;
20;704;1995;148.0;Schweiz;;DO;3 WI
21;705;1995;802.0;USA;Uni Berlin;Dozent:in;
22;706;1995;75.0;Schweiz;;Workshopleiter:in;
23;707;1995;81.0;Schweiz;;not available;
24;708;1995;69.0;USA;;not available;
25;709;1995;185.0;USA;;not available;
26;710;1995;191.0;Schweiz;;Akademisch;
27;711;1995;175.0;Schweiz;;ST;Soziologie
28;712;1995;609.0;Schweiz;ETH-Z;DO;Chemie
29;713;1995;794.0;Schweiz;;DO;Integrierte Optik
30;714;1995;464.0;Schweiz;;ST;Biologie
31;715;1995;715.0;Schweiz;Uni Bern;Medizin;
32;716;1995;413.0;Schweiz;;Künstler:in;
33;717;1995;641.0;Deutschland;Uni Berlin;ST;Physik
34;718;1995;795.0;Schweiz;;Künstler:in;
35;719;1995;292.0;Deutschland;;not available;
36;720;1995;366.0;USA;;not available;
37;721;1995;260.0;Schweiz;ETH-Z;ST;Abt. 4
38;722;1995;27.0;Schweiz;Maschinenbau;ST;Abt.3a
39;723;1995;165.0;Schweiz;;Künstler:in;
40;724;1995;667.0;Schweiz;EAWAG;DO;
41;725;1995;71.0;Schweiz;;Lehrer:in;
42;726;1995;659.0;Schweiz;ETH-Z;Dozent:in;
43;727;1995;489.0;Schweiz;;MA;Geobotanik
44;728;1995;334.0;Schweiz;ETH-Z;ST;Abt. XB
45;729;1995;8.0;Schweiz;;Chemiker:in;
46;730;1995;573.0;Schweiz;;DO;Oekobilanz-Bewertung
47;731;1995;461.0;Schweiz;;ST;
48;732;1995;260.0;Schweiz;;Akademisch;
49;733;1995;367.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
50;734;1995;33.0;USA;Harvard Univ.;DO;Philosophie
51;735;1995;656.0;Deutschland;;Medizin;
52;736;1995;74.0;Deutschland;;Medizin;
53;737;1995;563.0;Schweiz;ETH-Z;Dozent:in;
54;738;1995;416.0;Schweiz;Uni Zürich;ST;Medizin
55;739;1995;201.0;Schweiz;;Therapie;
56;740;1995;591.0;Schweiz;ETH-Z;DO;BWI
57;741;1995;450.0;Schweiz;ETH-Z;MA;Polymere
58;742;1995;42.0;Schweiz;;ST;Abt. 3d
59;743;1995;737.0;Deutschland;Universität Leipzig;ST;Physik
60;744;1995;77.0;Schweiz;;MA;
61;745;1995;607.0;Schweiz;ETH-Z;Dozent:in;
62;746;1995;342.0;Schweiz;;not available;
63;747;1995;371.0;England;;Editor;
64;748;1995;752.0;Schweiz;;Workshopleiter:in;
65;749;1995;364.0;Schweiz;;not available;
66;750;1995;547.0;Schweiz;;Therapie;
67;751;1995;390.0;Schweiz;;ST;Soziologie
68;752;1995;144.0;Schweiz;;DO;Technologie Management BW
69;753;1995;39.0;Schweiz;;ST;Abt. 1
70;754;1995;216.0;Schweiz;;Künstler:in;
71;755;1995;718.0;Schweiz;;Künstler:in;
72;756;1995;335.0;Deutschland;;not available;
73;757;1995;177.0;Schweiz;ETH-Z;DO;Stoffhaushalt
74;758;1995;4.0;Schweiz;;Dozent:in;
75;759;1995;458.0;Schweiz;ETH-Z;ST;Umweltnaturwissenschaften
76;760;1995;159.0;Schweiz;;ST;
77;761;1995;324.0;Österreich;Uni Wien;Dozent:in;
78;762;1995;356.0;Schweiz;ETH-Z;Akademisch;
79;763;1995;424.0;Schweiz;ETH-Z;Dozent:in;
80;764;1995;783.0;Schweiz;;not available;
81;765;1995;46.0;Schweiz;;ST;Phil. I
82;766;1995;789.0;Schweiz;ETH-Z;Dozent:in;
83;767;1995;655.0;Schweiz;;MA;
84;768;1995;507.0;Schweiz;ETH-Z;Dozent:in;
85;769;1995;377.0;Deutschland;;Medizin;
86;770;1995;326.0;Deutschland;;Therapie;
87;771;1995;344.0;Deutschland;;Workshopleiter:in;
88;772;1995;403.0;Schweiz;;Medizin;
89;773;1995;96.0;Schweiz;;Chemiker:in;
90;774;1995;748.0;Schweiz;;DO;Baustatik
91;775;1995;701.0;Schweiz;;not available;
92;776;1995;372.0;Schweiz;;Künstler:in;
93;777;1995;565.0;Deutschland;;Dozent:in;
94;778;1995;320.0;Schweiz;Uni Fribourg;ST;Recht
95;779;1995;133.0;Schweiz;;not available;
96;780;1995;151.0;Schweiz;;Therapie;
97;781;1995;509.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
98;782;1995;473.0;Schweiz;ETH-Z;DO;Chemie
99;783;1995;745.0;Schweiz;ETH-Z;DO;Chemie
100;784;1995;601.0;Schweiz;;Therapie;
101;785;1995;351.0;Schweiz;;Unternehmer:in;
102;786;1995;195.0;Schweiz;;not available;
103;787;1995;109.0;Schweiz;;DO;Oberflächentechnik
104;788;1995;512.0;Schweiz;;Künstler:in;
105;789;1995;317.0;Schweiz;;Workshopleiter:in;
106;790;1995;631.0;Schweiz;;not available;
107;791;1995;439.0;Belgien;;Dozent:in;
108;792;1995;526.0;Deutschland;;MA;
109;793;1995;41.0;Schweiz;HSG;DO;BWL
110;794;1995;124.0;Schweiz;;Workshopleiter:in;
111;795;1995;454.0;Schweiz;ETH-Z;Unternehmer:in;
112;796;1995;184.0;Schweiz;;not available;
113;797;1995;467.0;Schweiz;;MA;
114;798;1995;485.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
115;799;1995;781.0;Schweiz;;Medizin;
116;800;1995;100.0;Schweiz;;not available;
117;801;1995;161.0;Schweiz;;Medizin;
118;802;1995;182.0;Schweiz;;not available;
119;803;1995;600.0;Schweiz;ETH-Z;Chemiker:in;
120;804;1995;166.0;Deutschland;;Therapie;
121;805;1995;629.0;Schweiz;ETH-Z;Akademisch;Zellbiologie
122;806;1995;283.0;Schweiz;;not available;
0;807;1996;216.0;Schweiz;;Künstler:in;
1;808;1996;718.0;Schweiz;;Künstler:in;
2;809;1996;419.0;Schweiz;ETH-Z;ST;Chemie
3;810;1996;121.0;Schweiz;ETH-Z;DO;TCL
4;811;1996;4.0;Schweiz;ETH-Z;Dozent:in;
5;812;1996;58.0;Schweiz;;not available;
6;813;1996;159.0;Schweiz;ETH-Z;DO;Pharmazie
7;814;1996;471.0;Schweiz;;not available;
8;815;1996;46.0;Schweiz;Uni Zürich;ST;Phil. I
9;816;1996;331.0;Österreich;;Dozent:in;
10;817;1996;655.0;Schweiz;ETH-Z;MA;Deutsche Sprache
11;818;1996;377.0;Deutschland;;Medizin;
12;819;1996;595.0;Deutschland;RWTH Aachen;DO;Informatik
13;820;1996;596.0;Schweiz;ETH-Z;MA;Energietechnik
14;821;1996;347.0;Italien;;Workshopleiter:in;
15;822;1996;326.0;Deutschland;;Therapie;
16;823;1996;768.0;Schweiz;Uni Zürich;DO;Phil I
17;824;1996;344.0;Deutschland;C. G. Jung-Institut;Therapie;
18;825;1996;318.0;Schweiz;Uni Zürich;Journalist:in;
19;826;1996;649.0;Schweiz;ETH-Z;Dozent:in;
20;827;1996;597.0;Schweiz;ETH-Z;DO;Energietechnik
21;828;1996;320.0;Schweiz;Uni Fribourg;ST;Recht
22;829;1996;407.0;Schweiz;ETH-Z;DO;Verfahrenstechnik
23;830;1996;6.0;Schweiz;ETH-Z;DO;Elektrotechnik
24;831;1996;287.0;Schweiz;PSI;DO;
25;832;1996;509.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
26;833;1996;203.0;Schweiz;Uni Zürich;ST;Theologie
27;834;1996;799.0;Schweiz;ETH-Z;DO;Pharmazie
28;835;1996;494.0;Schweiz;ETH-Z;DO;TCL
29;836;1996;378.0;Schweiz;ETH-Z;DO;Geographie
30;837;1996;601.0;Schweiz;;Therapie;
31;838;1996;555.0;Schweiz;ETH-Z;Dozent:in;
32;839;1996;512.0;Schweiz;;Künstler:in;
33;840;1996;317.0;Schweiz;;Workshopleiter:in;
34;841;1996;631.0;Schweiz;;not available;
35;842;1996;439.0;Belgien;;not available;
36;843;1996;89.0;Schweiz;Uni Zürich;ST;Soziologie
37;844;1996;526.0;Deutschland;;Office;
38;845;1996;258.0;Deutschland;;not available;
39;846;1996;369.0;Deutschland;;Künstler:in;
40;847;1996;784.0;Schweiz;;not available;
41;848;1996;129.0;Österreich;;Künstler:in;
42;849;1996;485.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
43;850;1996;126.0;Schweiz;ETH-Z;DO;Kulturtechnik
44;851;1996;411.0;Schweiz;ETH-Z;Dozent:in;
45;852;1996;152.0;Schweiz;ETH-Z;DO;TCL
46;853;1996;775.0;England;;not available;
47;854;1996;600.0;Schweiz;ETH-Z;Chemiker:in;
48;855;1996;166.0;Deutschland;;Therapie;
49;856;1996;283.0;Schweiz;;Ingenieur:in;
50;857;1996;452.0;Schweiz;ETH-Z;DO;TCL
51;858;1996;800.0;Schweiz;ETH-Z;DO;Kommunikation
52;859;1996;298.0;Schweiz;Uni Zürich;DO;Psychologie
53;860;1996;372.0;Schweiz;;Künstler:in;
54;861;1996;188.0;Schweiz;ETH-Z;DO;
55;862;1996;60.0;Schweiz;ETH-Z;DO;Nutztierwissenschaften
56;863;1996;232.0;Deutschland;Uni Karlsruhe;ST;Biologie
57;864;1996;550.0;Schweiz;Uni Zürich;ST;Religionswissenschaften
58;865;1996;557.0;Schweiz;;Therapie;
59;866;1996;733.0;Schweiz;ETH-Z;DO;Kulturingenieur
60;867;1996;734.0;Schweiz;ETH-Z;DO;Elektrotechnik
61;868;1996;81.0;Schweiz;;Akademisch;
62;869;1996;2.0;Schweiz;ETH-Z;DO;TCL
63;870;1996;204.0;Schweiz;ETH-Z;DO;Oberflächentechnik
64;871;1996;191.0;Schweiz;ETH-Z;DO;Ernährungsbiologie
65;872;1996;528.0;Schweiz;ETH-Z;DO;
66;873;1996;680.0;Schweiz;;ST;Political Science
67;874;1996;173.0;Schweiz;;ST;HWV
68;875;1996;207.0;Deutschland;;Medizin;
69;876;1996;337.0;Österreich;;Architekt:in;
70;877;1996;469.0;Deutschland;;Workshopleiter:in;
71;878;1996;794.0;Schweiz;ETH-Z;Physiker:in;
72;879;1996;9.0;Schweiz;ETH-Z;DO;BWI
73;880;1996;465.0;Schweiz;Uni Zürich;ST;Japanologie
74;881;1996;663.0;Schweiz;ETH-Z;MA;
75;882;1996;174.0;Schweiz;ETH-Z;DO;Lebensmittelwissenschaften
76;883;1996;413.0;Schweiz;;Künstler:in;
77;884;1996;468.0;Schweiz;ETH-Z;ST;
78;885;1996;786.0;Schweiz;;not available;
79;886;1996;25.0;Schweiz;ETH-Z;DO;
80;887;1996;795.0;Schweiz;;Künstler:in;
81;888;1996;292.0;Deutschland;;Workshopleiter:in;
82;889;1996;414.0;Schweiz;;Medizin;
83;890;1996;736.0;Schweiz;ETH-Z;DO;Architektur
84;891;1996;657.0;Schweiz;;not available;
85;892;1996;181.0;Schweiz;Uni Zürich;DO;
86;893;1996;642.0;Schweiz;ETH-Z;DO;Pharmazie
87;894;1996;165.0;Schweiz;;Künstler:in;
88;895;1996;334.0;Schweiz;ETH-Z;DO;Bodenkunde
89;896;1996;8.0;Schweiz;;Chemiker:in;
90;897;1996;551.0;Italien;;Akademisch;
91;898;1996;694.0;Italien;;not available;
92;899;1996;3.0;Schweiz;ETH-Z;DO;Biologie
93;900;1996;549.0;Schweiz;ETH-Z;MA;TCL
94;901;1996;723.0;Schweiz;;Workshopleiter:in;
95;902;1996;242.0;USA;;Dozent:in;
96;903;1996;311.0;Deutschland;Max-Planck-Institut;MA;
97;904;1996;61.0;Deutschland;;not available;
98;905;1996;254.0;Indien;;not available;
99;906;1996;219.0;Schweiz;;Architekt:in;
100;907;1996;418.0;Schweiz;;Akademisch;
101;908;1996;658.0;Schweiz;ETH-Z;Dozent:in;NADEL
102;909;1996;785.0;Schweiz;ETH-Z;DO;Biomechanik
103;910;1996;247.0;Deutschland;;DO;Philosophie
104;911;1996;586.0;Schweiz;ETH-Z;MA;Verhaltensforschung
105;912;1996;587.0;Schweiz;ETH-Z;DO;Pharmazie
106;913;1996;560.0;Schweiz;ETH-Z;DO;Verkehrsplanung
107;914;1996;796.0;Schweiz;ETH-Z;DO;Biochemie
108;915;1996;22.0;Schweiz;ETH-Z;DO;Ökologie
109;916;1996;63.0;USA;;Entrepeneur:in;
110;917;1996;497.0;Schweiz;Uni Zürich;Dozent:in;
111;918;1996;569.0;Italien;;not available;
112;919;1996;170.0;Schweiz;PSI;MA;
113;920;1996;142.0;Schweiz;Uni Bern;Dozent:in;
114;921;1996;255.0;Schweiz;;not available;
115;922;1996;368.0;Schweiz;EAWAG;DO;Chemie
116;923;1996;354.0;Schweiz;Uni Zürich;Dozent:in;
117;924;1996;541.0;Schweiz;ETH-Z;DO;Tierernährung
118;925;1996;749.0;Schweiz;;Workshopleiter:in;
119;926;1996;130.0;Schweiz;ETH-Z;DO;Abt. 3b
120;927;1996;585.0;Belgien;;Schüler:in;
121;928;1996;420.0;Schweiz;;Biolog:in;
122;929;1996;361.0;Schweiz;;not available;
123;930;1996;501.0;Schweiz;ETH-Z;Architekt:in;
124;931;1996;384.0;Schweiz;Uni Zürich;ST;Theologie
125;932;1996;209.0;Schweiz;ETH-Z;DO;Polymere
126;933;1996;427.0;Schweiz;ETH-Z;Dozent:in;
127;934;1996;148.0;Schweiz;ETH-Z;DO;BWI
128;935;1996;475.0;Schweiz;Uni Zürich;Akademisch;Romanistik
129;936;1996;461.0;Schweiz;;Akademisch;
130;937;1996;65.0;Schweiz;;Akademisch;
131;938;1996;367.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
132;939;1996;15.0;Schweiz;ETH-Z;DO;Festkörperphysik
133;940;1996;707.0;Schweiz;ETH-Z;MA;Mechanik
134;941;1996;176.0;Schweiz;ETH-Z;DO;Informatik
135;942;1996;505.0;Schweiz;ETH-Z;DO;Biochemie
136;943;1996;660.0;Schweiz;ETH-Z;Chemiker:in;
137;944;1996;48.0;Deutschland;Uni München;DO;Philosophie
138;945;1996;74.0;Schweiz;;Medizin;
139;946;1996;490.0;Schweiz;ETH-Z;DO;Mathematik
140;947;1996;35.0;Schweiz;ETH-Z;DO;Pharmazie
141;948;1996;612.0;Schweiz;;ST;HWV
142;949;1996;389.0;Schweiz;;not available;
143;950;1996;201.0;Schweiz;;Therapie;
144;951;1996;591.0;Schweiz;ETH-Z;DO;BWL
145;952;1996;34.0;USA;Caltech;Dozent:in;
146;953;1996;385.0;Schweiz;ETH-Z;DO;Verhaltensbiologie
147;954;1996;762.0;Schweiz;Uni Zürich;DO;Mikrobiologie
148;955;1996;77.0;Schweiz;ETH-Z;Office;
149;956;1996;607.0;Schweiz;ETH-Z;Dozent:in;
150;957;1996;151.0;Schweiz;;Therapie;
151;958;1996;752.0;Schweiz;;Workshopleiter:in;
152;959;1996;703.0;Italien;Uni Rom;DO;Physik
153;960;1996;594.0;Schweiz;ETH-Z;DO;Kulturingenieur
154;961;1996;739.0;England;;not available;
155;962;1996;547.0;Schweiz;;Akademisch;
156;963;1996;679.0;Schweiz;ETH-Z;DO;Polymere
157;964;1996;671.0;Schweiz;ETH-Z;ST;Abt. XB
158;965;1996;741.0;Schweiz;ETH-Z;DO;Geophysik
159;966;1996;390.0;Schweiz;Uni Zürich;ST;Soziologie
160;967;1996;39.0;Schweiz;ETH-Z;ST;Abt. I
161;968;1996;686.0;Schweiz;ETH-Z;DO;Bodenkunde
0;969;1997;3.0;Schweiz;ETH-Z;DO;Biologie
1;970;1997;549.0;Schweiz;ETH-Z;Chemiker:in;
2;971;1997;723.0;Schweiz;;Workshopleiter:in;
3;972;1997;193.0;Schweiz;ETH-Z;ST;Abt. 8
4;973;1997;38.0;Schweiz;ETH-Z;DO;Organische Chemie
5;974;1997;608.0;Italien;;not available;
6;975;1997;785.0;Schweiz;ETH-Z;DO;Biomechanik
7;976;1997;552.0;Schweiz;ETH-Z;DO;Polymere
8;977;1997;206.0;Schweiz;Max-Planck-Institut;DO;Kohleforschung
9;978;1997;587.0;Schweiz;ETH-Z;DO;Pharmazie
10;979;1997;560.0;Schweiz;ETH-Z;DO;Verkehrsplanung
11;980;1997;169.0;Schweiz;ETH-Z;DO;Neuroinformatik
12;981;1997;498.0;Schweiz;ETH-Z;DO;Physik
13;982;1997;632.0;Schweiz;;Therapie;
14;983;1997;372.0;Schweiz;;Künstler:in;
15;984;1997;368.0;Schweiz;EAWAG;DO;Chemie
16;985;1997;354.0;Schweiz;ETH-Z;Akademisch;
17;986;1997;370.0;USA;;not available;
18;987;1997;541.0;Schweiz;ETH-Z;DO;Tierernährung
19;988;1997;130.0;Schweiz;ETH-Z;DO;Kommunikationsnetze
20;989;1997;282.0;Schweiz;;Rechtsanwältin;
21;990;1997;466.0;Schweiz;ETH-Z;ST;Umweltingenieurwesen
22;991;1997;666.0;Schweiz;ETH-Z;ST;
23;992;1997;463.0;Schweiz;ETH-Z;ST;Abt. 6
24;993;1997;475.0;Schweiz;Uni Zürich;Akademisch;
25;994;1997;733.0;Schweiz;ETH-Z;Akademisch;
26;995;1997;69.0;USA;;not available;
27;996;1997;185.0;USA;;not available;
28;997;1997;394.0;Deutschland;;not available;
29;998;1997;343.0;Österreich;Uni Wien;ST;Mathematik
30;999;1997;406.0;Österreich;;not available;
31;1000;1997;647.0;Österreich;;Workshopleiter:in;
32;1001;1997;765.0;Schweiz;;Workshopleiter:in;
33;1002;1997;528.0;Schweiz;ETH-Z;DO;Umweltmanagment
34;1003;1997;680.0;Schweiz;Uni Zürich;ST;Recht
35;1004;1997;691.0;Schweiz;ETH-Z;ST;Umweltingenieurwesen
36;1005;1997;794.0;Schweiz;ETH-Z;MA;Quantenphysik
37;1006;1997;428.0;Deutschland;;not available;
38;1007;1997;9.0;Schweiz;ETH-Z;DO;BWI
39;1008;1997;706.0;Schweiz;;not available;
40;1009;1997;180.0;Schweiz;;DO;Bauingenieurwesen
41;1010;1997;44.0;Schweiz;Uni Zürich;ST;Psychologie
42;1011;1997;328.0;Schweiz;Uni Zürich;MA;Weiterbildung
43;1012;1997;413.0;Schweiz;;Künstler:in;
44;1013;1997;514.0;Schweiz;;Akademisch;
45;1014;1997;387.0;Schweiz;ETH-Z;Dozent:in;
46;1015;1997;795.0;Schweiz;;Künstler:in;
47;1016;1997;119.0;Schweiz;ETH-Z;ST;
48;1017;1997;295.0;Schweiz;Uni Zürich;DO;Soziologie
49;1018;1997;47.0;USA;;not available;
50;1019;1997;736.0;Schweiz;ETH-Z;DO;Architektur
51;1020;1997;181.0;Schweiz;Uni Zürich;DO;Psychologie
52;1021;1997;312.0;Deutschland;Uni München;MA;
53;1022;1997;720.0;Schweiz;Uni Zürich;ST;Germanistik
54;1023;1997;668.0;Schweiz;EAWAG;DO;
55;1024;1997;520.0;Schweiz;ETH-Z;DO;Elektronik
56;1025;1997;8.0;Schweiz;;Chemiker:in;
57;1026;1997;551.0;Italien;;ST;Communications Science
58;1027;1997;457.0;Schweiz;ETH-Z;ST;Abt. 3B
59;1028;1997;694.0;Italien;Uni Rom;DO;
60;1029;1997;367.0;Schweiz;ETH-Z;DO;Umweltnaturwissenschaften
61;1030;1997;766.0;Schweiz;;not available;
62;1031;1997;277.0;Schweiz;ETH-Z;DO;Technische Chemie
63;1032;1997;558.0;Schweiz;ETH-Z;DO;
64;1033;1997;495.0;Schweiz;Uni Zürich;MA;
65;1034;1997;99.0;Schweiz;;Therapie;
66;1035;1997;345.0;Schweiz;ETH-Z;MA;LAC
67;1036;1997;707.0;Schweiz;ETH-Z;Dozent:in;Mechanik
68;1037;1997;670.0;Schweiz;ETH-Z;DO;Angewandte Entomologie
69;1038;1997;504.0;Schweiz;ETH-Z;DO;Biochemie
70;1039;1997;74.0;Deutschland;;Medizin;
71;1040;1997;35.0;Schweiz;ETH-Z;DO;Pharmazie
72;1041;1997;438.0;Schweiz;;not available;
73;1042;1997;574.0;Schweiz;ETH-Z;DO;Biologie
74;1043;1997;201.0;Schweiz;;Therapie;
75;1044;1997;92.0;Schweiz;;Medizin;
76;1045;1997;521.0;Schweiz;Uni Zürich;DO;Zoologie
77;1046;1997;77.0;Schweiz;ETH-Z;Office;
78;1047;1997;607.0;Schweiz;ETH-Z;Office;
79;1048;1997;151.0;Schweiz;;Therapie;
80;1049;1997;603.0;Schweiz;ETH-Z;DO;Chemie
81;1050;1997;738.0;Schweiz;Uni St. Gallen;DO;
