Source,Target,Type,Id,Label,Weight,event_id,MMNT-EdgeType,Color
20059,20115,Undirected,5061,workshop-workshop,2,,workshop<--->workshop,"#000000"
20059,20121,Undirected,5062,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20122,Undirected,5063,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20125,Undirected,5064,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20127,Undirected,5065,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20128,Undirected,5066,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20129,Undirected,5067,workshop-workshop,3,,workshop<--->workshop,"#000000"
20059,20132,Undirected,5068,workshop-workshop,2,,workshop<--->workshop,"#000000"
20059,20133,Undirected,5069,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20134,Undirected,5070,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20137,Undirected,5071,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20138,Undirected,5072,workshop-workshop,2,,workshop<--->workshop,"#000000"
20059,20140,Undirected,5073,workshop-workshop,2,,workshop<--->workshop,"#000000"
20059,20142,Undirected,5074,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20143,Undirected,5075,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20144,Undirected,5076,workshop-workshop,2,,workshop<--->workshop,"#000000"
20059,20146,Undirected,5077,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20152,Undirected,5078,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20154,Undirected,5079,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20155,Undirected,5080,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20169,Undirected,5081,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20171,Undirected,5082,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20173,Undirected,5083,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20176,Undirected,5084,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20177,Undirected,5085,workshop-workshop,2,,workshop<--->workshop,"#000000"
20059,20181,Undirected,5086,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20185,Undirected,5087,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20187,Undirected,5088,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20191,Undirected,5089,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20192,Undirected,5090,workshop-workshop,2,,workshop<--->workshop,"#000000"
20059,20193,Undirected,5091,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20194,Undirected,5092,workshop-workshop,2,,workshop<--->workshop,"#000000"
20059,20196,Undirected,5093,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20197,Undirected,5094,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20200,Undirected,5095,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20208,Undirected,5096,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20210,Undirected,5097,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20214,Undirected,5098,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20216,Undirected,5099,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20222,Undirected,5100,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20224,Undirected,5101,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20228,Undirected,5102,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20232,Undirected,5103,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20234,Undirected,5104,workshop-workshop,2,,workshop<--->workshop,"#000000"
20059,20241,Undirected,5105,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20243,Undirected,5106,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20244,Undirected,5107,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20249,Undirected,5108,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20250,Undirected,5109,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20253,Undirected,5110,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20257,Undirected,5111,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20261,Undirected,5112,workshop-workshop,1,,workshop<--->workshop,"#000000"
20059,20263,Undirected,5113,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20068,Undirected,5114,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20079,Undirected,5115,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20080,Undirected,5116,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20083,Undirected,5117,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20088,Undirected,5118,workshop-workshop,3,,workshop<--->workshop,"#000000"
20060,20110,Undirected,5119,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20119,Undirected,5120,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20140,Undirected,5121,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20160,Undirected,5122,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20162,Undirected,5123,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20176,Undirected,5124,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20177,Undirected,5125,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20184,Undirected,5126,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20189,Undirected,5127,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20197,Undirected,5128,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20200,Undirected,5129,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20210,Undirected,5130,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20219,Undirected,5131,workshop-workshop,1,,workshop<--->workshop,"#000000"
20060,20230,Undirected,5132,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20064,Undirected,5133,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20068,Undirected,5134,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20093,Undirected,5135,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20110,Undirected,5136,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20114,Undirected,5137,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20123,Undirected,5138,workshop-workshop,2,,workshop<--->workshop,"#000000"
20061,20128,Undirected,5139,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20135,Undirected,5140,workshop-workshop,2,,workshop<--->workshop,"#000000"
20061,20163,Undirected,5141,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20171,Undirected,5142,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20178,Undirected,5143,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20191,Undirected,5144,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20201,Undirected,5145,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20204,Undirected,5146,workshop-workshop,2,,workshop<--->workshop,"#000000"
20061,20205,Undirected,5147,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20210,Undirected,5148,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20221,Undirected,5149,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20229,Undirected,5150,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20244,Undirected,5151,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20255,Undirected,5152,workshop-workshop,1,,workshop<--->workshop,"#000000"
20061,20262,Undirected,5153,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20063,Undirected,5154,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20077,Undirected,5155,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20078,Undirected,5156,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20079,Undirected,5157,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20080,Undirected,5158,workshop-workshop,2,,workshop<--->workshop,"#000000"
20062,20081,Undirected,5159,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20083,Undirected,5160,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20084,Undirected,5161,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20110,Undirected,5162,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20113,Undirected,5163,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20115,Undirected,5164,workshop-workshop,2,,workshop<--->workshop,"#000000"
20062,20118,Undirected,5165,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20122,Undirected,5166,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20125,Undirected,5167,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20127,Undirected,5168,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20128,Undirected,5169,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20129,Undirected,5170,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20133,Undirected,5171,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20134,Undirected,5172,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20136,Undirected,5173,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20137,Undirected,5174,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20138,Undirected,5175,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20140,Undirected,5176,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20142,Undirected,5177,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20143,Undirected,5178,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20150,Undirected,5179,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20155,Undirected,5180,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20167,Undirected,5181,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20169,Undirected,5182,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20171,Undirected,5183,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20173,Undirected,5184,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20176,Undirected,5185,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20179,Undirected,5186,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20180,Undirected,5187,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20181,Undirected,5188,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20185,Undirected,5189,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20187,Undirected,5190,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20190,Undirected,5191,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20193,Undirected,5192,workshop-workshop,2,,workshop<--->workshop,"#000000"
20062,20196,Undirected,5193,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20198,Undirected,5194,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20202,Undirected,5195,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20208,Undirected,5196,workshop-workshop,2,,workshop<--->workshop,"#000000"
20062,20211,Undirected,5197,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20212,Undirected,5198,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20214,Undirected,5199,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20217,Undirected,5200,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20220,Undirected,5201,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20222,Undirected,5202,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20223,Undirected,5203,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20234,Undirected,5204,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20243,Undirected,5205,workshop-workshop,2,,workshop<--->workshop,"#000000"
20062,20244,Undirected,5206,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20246,Undirected,5207,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20247,Undirected,5208,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20250,Undirected,5209,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20252,Undirected,5210,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20253,Undirected,5211,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20257,Undirected,5212,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20258,Undirected,5213,workshop-workshop,1,,workshop<--->workshop,"#000000"
20062,20261,Undirected,5214,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20080,Undirected,5215,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20115,Undirected,5216,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20118,Undirected,5217,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20127,Undirected,5218,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20136,Undirected,5219,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20150,Undirected,5220,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20167,Undirected,5221,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20179,Undirected,5222,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20180,Undirected,5223,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20190,Undirected,5224,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20193,Undirected,5225,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20198,Undirected,5226,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20202,Undirected,5227,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20208,Undirected,5228,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20211,Undirected,5229,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20212,Undirected,5230,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20217,Undirected,5231,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20220,Undirected,5232,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20223,Undirected,5233,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20243,Undirected,5234,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20246,Undirected,5235,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20247,Undirected,5236,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20250,Undirected,5237,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20252,Undirected,5238,workshop-workshop,1,,workshop<--->workshop,"#000000"
20063,20258,Undirected,5239,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20068,Undirected,5240,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20093,Undirected,5241,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20110,Undirected,5242,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20114,Undirected,5243,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20123,Undirected,5244,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20128,Undirected,5245,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20135,Undirected,5246,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20163,Undirected,5247,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20171,Undirected,5248,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20178,Undirected,5249,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20191,Undirected,5250,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20201,Undirected,5251,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20204,Undirected,5252,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20205,Undirected,5253,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20210,Undirected,5254,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20221,Undirected,5255,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20244,Undirected,5256,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20255,Undirected,5257,workshop-workshop,1,,workshop<--->workshop,"#000000"
20064,20262,Undirected,5258,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20066,Undirected,5259,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20069,Undirected,5260,workshop-workshop,2,,workshop<--->workshop,"#000000"
20065,20087,Undirected,5261,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20115,Undirected,5262,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20128,Undirected,5263,workshop-workshop,2,,workshop<--->workshop,"#000000"
20065,20129,Undirected,5264,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20132,Undirected,5265,workshop-workshop,2,,workshop<--->workshop,"#000000"
20065,20140,Undirected,5266,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20144,Undirected,5267,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20146,Undirected,5268,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20152,Undirected,5269,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20154,Undirected,5270,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20168,Undirected,5271,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20178,Undirected,5272,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20192,Undirected,5273,workshop-workshop,2,,workshop<--->workshop,"#000000"
20065,20194,Undirected,5274,workshop-workshop,2,,workshop<--->workshop,"#000000"
20065,20197,Undirected,5275,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20203,Undirected,5276,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20205,Undirected,5277,workshop-workshop,4,,workshop<--->workshop,"#000000"
20065,20208,Undirected,5278,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20216,Undirected,5279,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20222,Undirected,5280,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20230,Undirected,5281,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20234,Undirected,5282,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20241,Undirected,5283,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20249,Undirected,5284,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20255,Undirected,5285,workshop-workshop,1,,workshop<--->workshop,"#000000"
20065,20259,Undirected,5286,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20072,Undirected,5287,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20078,Undirected,5288,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20084,Undirected,5289,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20085,Undirected,5290,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20088,Undirected,5291,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20100,Undirected,5292,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20103,Undirected,5293,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20107,Undirected,5294,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20108,Undirected,5295,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20112,Undirected,5296,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20114,Undirected,5297,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20115,Undirected,5298,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20117,Undirected,5299,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20122,Undirected,5300,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20125,Undirected,5301,workshop-workshop,2,,workshop<--->workshop,"#000000"
20066,20129,Undirected,5302,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20130,Undirected,5303,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20131,Undirected,5304,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20134,Undirected,5305,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20141,Undirected,5306,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20142,Undirected,5307,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20143,Undirected,5308,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20144,Undirected,5309,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20146,Undirected,5310,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20149,Undirected,5311,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20154,Undirected,5312,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20155,Undirected,5313,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20156,Undirected,5314,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20169,Undirected,5315,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20178,Undirected,5316,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20180,Undirected,5317,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20181,Undirected,5318,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20187,Undirected,5319,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20188,Undirected,5320,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20190,Undirected,5321,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20191,Undirected,5322,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20193,Undirected,5323,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20194,Undirected,5324,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20199,Undirected,5325,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20200,Undirected,5326,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20209,Undirected,5327,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20210,Undirected,5328,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20214,Undirected,5329,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20215,Undirected,5330,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20217,Undirected,5331,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20219,Undirected,5332,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20220,Undirected,5333,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20224,Undirected,5334,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20226,Undirected,5335,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20228,Undirected,5336,workshop-workshop,2,,workshop<--->workshop,"#000000"
20066,20232,Undirected,5337,workshop-workshop,2,,workshop<--->workshop,"#000000"
20066,20233,Undirected,5338,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20234,Undirected,5339,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20236,Undirected,5340,workshop-workshop,2,,workshop<--->workshop,"#000000"
20066,20238,Undirected,5341,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20241,Undirected,5342,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20246,Undirected,5343,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20248,Undirected,5344,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20250,Undirected,5345,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20251,Undirected,5346,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20252,Undirected,5347,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20258,Undirected,5348,workshop-workshop,1,,workshop<--->workshop,"#000000"
20066,20260,Undirected,5349,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20068,Undirected,5350,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20070,Undirected,5351,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20071,Undirected,5352,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20073,Undirected,5353,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20075,Undirected,5354,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20077,Undirected,5355,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20079,Undirected,5356,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20085,Undirected,5357,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20087,Undirected,5358,workshop-workshop,2,,workshop<--->workshop,"#000000"
20067,20089,Undirected,5359,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20092,Undirected,5360,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20093,Undirected,5361,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20102,Undirected,5362,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20105,Undirected,5363,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20112,Undirected,5364,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20117,Undirected,5365,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20128,Undirected,5366,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20138,Undirected,5367,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20139,Undirected,5368,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20141,Undirected,5369,workshop-workshop,2,,workshop<--->workshop,"#000000"
20067,20145,Undirected,5370,workshop-workshop,2,,workshop<--->workshop,"#000000"
20067,20149,Undirected,5371,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20165,Undirected,5372,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20167,Undirected,5373,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20168,Undirected,5374,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20185,Undirected,5375,workshop-workshop,2,,workshop<--->workshop,"#000000"
20067,20187,Undirected,5376,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20188,Undirected,5377,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20193,Undirected,5378,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20206,Undirected,5379,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20207,Undirected,5380,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20213,Undirected,5381,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20215,Undirected,5382,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20217,Undirected,5383,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20221,Undirected,5384,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20232,Undirected,5385,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20233,Undirected,5386,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20234,Undirected,5387,workshop-workshop,2,,workshop<--->workshop,"#000000"
20067,20237,Undirected,5388,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20240,Undirected,5389,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20245,Undirected,5390,workshop-workshop,2,,workshop<--->workshop,"#000000"
20067,20248,Undirected,5391,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20253,Undirected,5392,workshop-workshop,2,,workshop<--->workshop,"#000000"
20067,20256,Undirected,5393,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20259,Undirected,5394,workshop-workshop,1,,workshop<--->workshop,"#000000"
20067,20264,Undirected,5395,workshop-workshop,1,,workshop<--->workshop,"#000000"
20068,20070,Undirected,5396,workshop-workshop,1,,workshop<--->workshop,"#000000"
20068,20071,Undirected,5397,workshop-workshop,1,,workshop<--->workshop,"#000000"
20068,20073,Undirected,5398,workshop-workshop,1,,workshop<--->workshop,"#000000"
20068,20077,Undirected,5399,workshop-workshop,1,,workshop<--->workshop,"#000000"
20068,20085,Undirected,5400,workshop-workshop,1,,workshop<--->workshop,"#000000"
