Source,Target,Type,Id,Label,Weight,event_id,MMNT-EdgeType,Color
20013,20112,Undirected,3244,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20114,Undirected,3245,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20115,Undirected,3246,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20122,Undirected,3247,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20125,Undirected,3248,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20129,Undirected,3249,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20143,Undirected,3250,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20144,Undirected,3251,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20146,Undirected,3252,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20154,Undirected,3253,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20156,Undirected,3254,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20181,Undirected,3255,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20188,Undirected,3256,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20191,Undirected,3257,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20194,Undirected,3258,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20200,Undirected,3259,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20210,Undirected,3260,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20214,Undirected,3261,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20219,Undirected,3262,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20224,Undirected,3263,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20228,Undirected,3264,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20232,Undirected,3265,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20234,Undirected,3266,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20236,Undirected,3267,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20238,Undirected,3268,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20241,Undirected,3269,workshop-workshop,1,,workshop<--->workshop,"#000000"
20013,20246,Undirected,3270,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20015,Undirected,3271,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20016,Undirected,3272,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20017,Undirected,3273,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20026,Undirected,3274,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20028,Undirected,3275,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20033,Undirected,3276,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20054,Undirected,3277,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20059,Undirected,3278,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20065,Undirected,3279,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20129,Undirected,3280,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20132,Undirected,3281,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20140,Undirected,3282,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20144,Undirected,3283,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20154,Undirected,3284,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20192,Undirected,3285,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20194,Undirected,3286,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20203,Undirected,3287,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20216,Undirected,3288,workshop-workshop,1,,workshop<--->workshop,"#000000"
20014,20222,Undirected,3289,workshop-workshop,2,,workshop<--->workshop,"#000000"
20014,20249,Undirected,3290,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20016,Undirected,3291,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20017,Undirected,3292,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20026,Undirected,3293,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20028,Undirected,3294,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20033,Undirected,3295,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20038,Undirected,3296,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20039,Undirected,3297,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20054,Undirected,3298,workshop-workshop,2,,workshop<--->workshop,"#000000"
20015,20059,Undirected,3299,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20065,Undirected,3300,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20070,Undirected,3301,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20084,Undirected,3302,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20089,Undirected,3303,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20092,Undirected,3304,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20103,Undirected,3305,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20108,Undirected,3306,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20110,Undirected,3307,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20117,Undirected,3308,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20119,Undirected,3309,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20121,Undirected,3310,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20125,Undirected,3311,workshop-workshop,2,,workshop<--->workshop,"#000000"
20015,20129,Undirected,3312,workshop-workshop,2,,workshop<--->workshop,"#000000"
20015,20132,Undirected,3313,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20135,Undirected,3314,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20140,Undirected,3315,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20144,Undirected,3316,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20146,Undirected,3317,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20151,Undirected,3318,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20154,Undirected,3319,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20156,Undirected,3320,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20157,Undirected,3321,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20162,Undirected,3322,workshop-workshop,2,,workshop<--->workshop,"#000000"
20015,20164,Undirected,3323,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20165,Undirected,3324,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20176,Undirected,3325,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20181,Undirected,3326,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20184,Undirected,3327,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20192,Undirected,3328,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20194,Undirected,3329,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20216,Undirected,3330,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20217,Undirected,3331,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20222,Undirected,3332,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20231,Undirected,3333,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20236,Undirected,3334,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20238,Undirected,3335,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20242,Undirected,3336,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20246,Undirected,3337,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20249,Undirected,3338,workshop-workshop,1,,workshop<--->workshop,"#000000"
20015,20259,Undirected,3339,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20017,Undirected,3340,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20026,Undirected,3341,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20028,Undirected,3342,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20033,Undirected,3343,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20054,Undirected,3344,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20058,Undirected,3345,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20059,Undirected,3346,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20065,Undirected,3347,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20066,Undirected,3348,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20085,Undirected,3349,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20107,Undirected,3350,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20108,Undirected,3351,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20112,Undirected,3352,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20114,Undirected,3353,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20115,Undirected,3354,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20122,Undirected,3355,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20125,Undirected,3356,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20129,Undirected,3357,workshop-workshop,2,,workshop<--->workshop,"#000000"
20016,20132,Undirected,3358,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20140,Undirected,3359,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20143,Undirected,3360,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20144,Undirected,3361,workshop-workshop,2,,workshop<--->workshop,"#000000"
20016,20146,Undirected,3362,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20154,Undirected,3363,workshop-workshop,2,,workshop<--->workshop,"#000000"
20016,20156,Undirected,3364,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20181,Undirected,3365,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20188,Undirected,3366,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20191,Undirected,3367,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20192,Undirected,3368,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20194,Undirected,3369,workshop-workshop,2,,workshop<--->workshop,"#000000"
20016,20200,Undirected,3370,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20210,Undirected,3371,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20214,Undirected,3372,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20216,Undirected,3373,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20219,Undirected,3374,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20222,Undirected,3375,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20224,Undirected,3376,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20228,Undirected,3377,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20232,Undirected,3378,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20234,Undirected,3379,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20236,Undirected,3380,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20238,Undirected,3381,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20241,Undirected,3382,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20246,Undirected,3383,workshop-workshop,1,,workshop<--->workshop,"#000000"
20016,20249,Undirected,3384,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20018,Undirected,3385,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20023,Undirected,3386,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20026,Undirected,3387,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20028,Undirected,3388,workshop-workshop,3,,workshop<--->workshop,"#000000"
20017,20029,Undirected,3389,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20033,Undirected,3390,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20042,Undirected,3391,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20043,Undirected,3392,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20047,Undirected,3393,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20051,Undirected,3394,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20053,Undirected,3395,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20054,Undirected,3396,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20058,Undirected,3397,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20059,Undirected,3398,workshop-workshop,4,,workshop<--->workshop,"#000000"
20017,20060,Undirected,3399,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20062,Undirected,3400,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20065,Undirected,3401,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20068,Undirected,3402,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20077,Undirected,3403,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20078,Undirected,3404,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20079,Undirected,3405,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20080,Undirected,3406,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20081,Undirected,3407,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20083,Undirected,3408,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20084,Undirected,3409,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20087,Undirected,3410,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20088,Undirected,3411,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20110,Undirected,3412,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20113,Undirected,3413,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20115,Undirected,3414,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20119,Undirected,3415,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20122,Undirected,3416,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20125,Undirected,3417,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20127,Undirected,3418,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20128,Undirected,3419,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20129,Undirected,3420,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20132,Undirected,3421,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20133,Undirected,3422,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20134,Undirected,3423,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20137,Undirected,3424,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20138,Undirected,3425,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20140,Undirected,3426,workshop-workshop,3,,workshop<--->workshop,"#000000"
20017,20141,Undirected,3427,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20142,Undirected,3428,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20143,Undirected,3429,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20144,Undirected,3430,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20154,Undirected,3431,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20155,Undirected,3432,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20162,Undirected,3433,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20166,Undirected,3434,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20169,Undirected,3435,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20171,Undirected,3436,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20173,Undirected,3437,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20176,Undirected,3438,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20177,Undirected,3439,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20181,Undirected,3440,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20182,Undirected,3441,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20185,Undirected,3442,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20187,Undirected,3443,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20192,Undirected,3444,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20193,Undirected,3445,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20194,Undirected,3446,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20196,Undirected,3447,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20197,Undirected,3448,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20200,Undirected,3449,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20208,Undirected,3450,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20210,Undirected,3451,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20214,Undirected,3452,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20216,Undirected,3453,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20222,Undirected,3454,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20231,Undirected,3455,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20232,Undirected,3456,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20234,Undirected,3457,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20243,Undirected,3458,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20244,Undirected,3459,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20249,Undirected,3460,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20250,Undirected,3461,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20253,Undirected,3462,workshop-workshop,2,,workshop<--->workshop,"#000000"
20017,20257,Undirected,3463,workshop-workshop,1,,workshop<--->workshop,"#000000"
20017,20261,Undirected,3464,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20023,Undirected,3465,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20029,Undirected,3466,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20030,Undirected,3467,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20035,Undirected,3468,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20043,Undirected,3469,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20047,Undirected,3470,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20049,Undirected,3471,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20050,Undirected,3472,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20051,Undirected,3473,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20052,Undirected,3474,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20058,Undirected,3475,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20059,Undirected,3476,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20062,Undirected,3477,workshop-workshop,2,,workshop<--->workshop,"#000000"
20018,20063,Undirected,3478,workshop-workshop,1,,workshop<--->workshop,"#000000"
20018,20077,Undirected,3479,workshop-workshop,1,,workshop<--->workshop,"#000000"
